date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-06-08,29,16,0.0,14.5,5,58,No moonrise,10:56 AM,04:40 AM,07:32 PM,17,24,24,22,34,21,75,6.7,1013,29,9,189,22,baltimore
2015-06-09,28,19,0.0,14.5,6,52,12:06 AM,12:04 PM,04:39 AM,07:32 PM,17,24,24,23,25,35,71,3.5,1007,28,10,253,16,baltimore
2015-06-10,27,17,0.0,14.5,6,45,12:42 AM,01:11 PM,04:39 AM,07:33 PM,16,23,23,22,19,5,67,0.0,1012,27,10,203,11,baltimore
2015-06-11,32,19,0.0,14.5,7,38,01:18 AM,02:19 PM,04:39 AM,07:33 PM,18,26,26,25,22,7,66,0.0,1013,32,10,198,12,baltimore
2015-06-12,32,21,0.0,14.5,7,31,01:56 AM,03:26 PM,04:39 AM,07:34 PM,21,29,29,27,22,9,71,0.1,1013,32,10,203,14,baltimore
2015-06-13,30,21,0.0,14.5,6,25,02:35 AM,04:32 PM,04:39 AM,07:34 PM,21,28,28,26,18,26,77,2.8,1015,30,10,226,11,baltimore
2015-06-14,30,20,0.0,14.5,6,18,03:19 AM,05:37 PM,04:39 AM,07:35 PM,21,28,28,25,8,26,79,7.6,1017,30,9,135,5,baltimore
2015-06-15,29,24,0.0,13.5,6,11,04:05 AM,06:37 PM,04:39 AM,07:35 PM,22,29,29,26,19,45,78,20.6,1015,29,9,247,11,baltimore
2015-06-16,31,23,0.0,14.5,6,4,04:56 AM,07:33 PM,04:39 AM,07:35 PM,21,29,29,27,25,21,75,2.8,1013,31,9,277,15,baltimore
2015-06-17,23,20,0.0,14.5,6,3,05:51 AM,08:23 PM,04:39 AM,07:36 PM,18,24,24,22,21,25,79,0.1,1018,23,10,275,13,baltimore
2015-06-18,29,20,0.0,11.4,6,9,06:47 AM,09:08 PM,04:39 AM,07:36 PM,21,26,26,24,11,64,86,39.6,1015,29,8,143,8,baltimore
2015-06-19,29,21,0.0,13.5,6,16,07:45 AM,09:47 PM,04:39 AM,07:36 PM,20,27,27,25,18,43,76,2.4,1014,29,10,285,12,baltimore
2015-06-20,30,20,0.0,14.5,6,23,08:42 AM,10:22 PM,04:40 AM,07:37 PM,21,27,27,25,20,33,78,9.2,1014,30,9,111,12,baltimore
2015-06-21,32,20,0.0,14.5,6,30,09:39 AM,10:54 PM,04:40 AM,07:37 PM,21,28,28,26,25,34,75,4.8,1009,32,9,272,16,baltimore
2015-06-22,32,21,0.0,14.5,7,36,10:35 AM,11:25 PM,04:40 AM,07:37 PM,19,28,28,26,17,6,66,0.0,1015,32,10,267,10,baltimore
2015-06-23,34,22,0.0,14.5,6,43,11:31 AM,11:54 PM,04:40 AM,07:37 PM,22,31,31,27,24,16,72,3.6,1012,34,10,230,15,baltimore
2015-06-24,28,16,0.0,14.5,6,50,12:25 PM,No moonset,04:41 AM,07:37 PM,15,23,23,22,16,6,66,1.4,1017,28,10,339,10,baltimore
2015-06-25,29,18,0.0,11.4,6,57,01:22 PM,12:24 AM,04:41 AM,07:37 PM,15,24,24,23,13,43,64,7.0,1017,29,10,169,8,baltimore
2015-06-26,26,17,0.0,14.5,5,63,02:18 PM,12:55 AM,04:41 AM,07:37 PM,18,23,23,22,17,37,78,6.9,1015,26,10,104,11,baltimore
2015-06-27,23,18,0.0,9.3,5,70,03:16 PM,01:28 AM,04:42 AM,07:37 PM,19,20,21,20,33,86,89,36.9,1013,23,7,102,21,baltimore
2015-06-28,25,17,0.0,13.5,5,77,04:15 PM,02:04 AM,04:42 AM,07:37 PM,17,22,22,22,22,45,76,0.5,1007,25,9,254,15,baltimore
2015-06-29,27,15,0.0,14.5,6,84,05:14 PM,02:46 AM,04:42 AM,07:37 PM,14,21,21,21,20,11,67,0.0,1013,27,10,231,12,baltimore
2015-06-30,29,19,0.0,14.5,6,91,06:11 PM,03:33 AM,04:43 AM,07:37 PM,19,25,25,24,26,22,76,9.9,1011,29,9,178,16,baltimore
2015-07-01,29,19,0.0,14.5,7,97,07:07 PM,04:26 AM,04:43 AM,07:37 PM,17,25,25,24,17,31,69,0.4,1010,29,10,233,11,baltimore
2015-07-02,25,18,0.0,13.5,5,96,07:58 PM,05:26 AM,04:44 AM,07:37 PM,17,23,23,22,9,41,76,2.5,1012,25,10,100,6,baltimore
2015-07-03,27,17,0.0,13.5,5,89,08:45 PM,06:30 AM,04:44 AM,07:37 PM,17,23,23,22,16,32,73,0.6,1014,27,9,143,11,baltimore
2015-07-04,27,19,0.0,12.4,5,82,09:28 PM,07:38 AM,04:45 AM,07:37 PM,19,23,23,22,10,60,83,5.7,1013,27,9,57,6,baltimore
2015-07-05,29,18,0.0,14.5,7,76,10:07 PM,08:46 AM,04:45 AM,07:37 PM,18,25,25,23,13,12,75,0.0,1019,29,10,130,8,baltimore
2015-07-06,29,21,0.0,14.5,6,69,10:45 PM,09:55 AM,04:46 AM,07:36 PM,21,27,27,25,18,45,81,7.5,1018,29,10,143,12,baltimore
2015-07-07,31,20,0.0,14.5,7,62,11:22 PM,11:03 AM,04:47 AM,07:36 PM,20,28,28,26,18,17,71,1.7,1016,31,10,218,11,baltimore
2015-07-08,30,22,0.0,13.5,6,55,11:58 PM,12:11 PM,04:47 AM,07:36 PM,20,29,29,26,17,41,72,6.6,1015,30,9,246,10,baltimore
2015-07-09,32,22,0.0,13.5,6,48,No moonrise,01:18 PM,04:48 AM,07:35 PM,22,29,29,27,21,50,75,6.4,1013,32,9,257,13,baltimore
2015-07-10,29,21,0.0,14.5,7,42,12:36 AM,02:23 PM,04:49 AM,07:35 PM,18,26,26,24,19,26,70,0.0,1015,29,10,329,13,baltimore
2015-07-11,32,21,0.0,14.5,6,35,01:17 AM,03:28 PM,04:49 AM,07:35 PM,19,27,27,25,8,18,68,5.6,1018,32,10,81,6,baltimore
2015-07-12,30,19,0.0,14.5,7,28,02:02 AM,04:28 PM,04:50 AM,07:34 PM,16,26,26,25,10,5,61,0.0,1016,30,10,172,6,baltimore
2015-07-13,27,20,0.0,12.4,6,21,02:50 AM,05:25 PM,04:51 AM,07:34 PM,17,25,25,24,13,38,68,2.3,1011,27,10,182,9,baltimore
2015-07-14,30,20,0.0,14.5,6,15,03:42 AM,06:16 PM,04:51 AM,07:33 PM,20,27,27,25,14,16,75,4.6,1003,30,9,179,10,baltimore
2015-07-15,27,21,0.0,11.4,5,8,04:37 AM,07:03 PM,04:52 AM,07:33 PM,19,25,25,24,24,46,76,2.1,1005,27,10,234,16,baltimore
2015-07-16,28,15,0.0,14.5,6,1,05:34 AM,07:45 PM,04:53 AM,07:32 PM,13,22,22,21,19,8,63,0.0,1016,28,10,113,12,baltimore
2015-07-17,28,18,0.0,14.5,7,6,06:31 AM,08:21 PM,04:54 AM,07:31 PM,18,25,25,23,19,26,74,0.0,1017,28,10,170,13,baltimore
2015-07-18,32,22,0.0,13.4,6,12,07:28 AM,08:55 PM,04:54 AM,07:31 PM,22,30,30,27,20,27,77,0.5,1013,32,10,201,13,baltimore
2015-07-19,34,23,0.0,14.5,8,19,08:24 AM,09:26 PM,04:55 AM,07:30 PM,21,32,32,29,14,8,67,0.2,1011,34,10,205,8,baltimore
2015-07-20,34,24,0.0,14.5,7,26,09:21 AM,09:56 PM,04:56 AM,07:29 PM,21,31,31,29,15,23,64,1.9,1007,34,10,268,9,baltimore
2015-07-21,31,23,0.0,14.5,6,33,10:15 AM,10:25 PM,04:57 AM,07:29 PM,20,29,29,27,14,20,67,2.3,1005,31,10,308,8,baltimore
2015-07-22,29,18,0.0,14.5,7,40,11:11 AM,10:55 PM,04:58 AM,07:28 PM,14,23,23,23,23,7,56,0.3,1010,29,10,319,14,baltimore
2015-07-23,29,18,0.0,14.5,7,46,12:07 PM,11:27 PM,04:58 AM,07:27 PM,13,23,23,23,12,6,53,0.0,1014,29,10,278,8,baltimore
2015-07-24,29,18,0.0,14.5,7,53,01:03 PM,No moonset,04:59 AM,07:26 PM,13,24,24,23,15,10,54,0.0,1014,29,10,101,10,baltimore
2015-07-25,30,18,0.0,14.3,7,60,02:00 PM,12:01 AM,05:00 AM,07:26 PM,15,25,25,25,16,17,58,0.0,1015,30,10,178,10,baltimore
2015-07-26,31,20,0.0,14.2,6,67,02:58 PM,12:40 AM,05:01 AM,07:25 PM,17,27,27,25,23,23,63,0.3,1015,31,10,194,15,baltimore
2015-07-27,31,21,0.0,13.4,6,73,03:56 PM,01:23 AM,05:02 AM,07:24 PM,20,28,28,26,11,26,72,3.8,1015,31,10,205,7,baltimore
2015-07-28,32,21,0.0,14.2,7,80,04:52 PM,02:13 AM,05:03 AM,07:23 PM,20,29,29,27,10,13,71,1.8,1015,32,10,198,6,baltimore
2015-07-29,31,21,0.0,14.2,6,87,05:46 PM,03:09 AM,05:04 AM,07:22 PM,21,29,29,26,13,17,75,5.1,1015,31,10,206,8,baltimore
2015-07-30,33,23,0.0,14.2,6,94,06:36 PM,04:11 AM,05:05 AM,07:21 PM,22,31,31,27,19,21,73,5.1,1012,33,10,232,13,baltimore
2015-07-31,32,21,0.0,14.2,7,100,07:22 PM,05:18 AM,05:05 AM,07:20 PM,15,27,27,26,17,7,51,0.0,1012,32,10,293,10,baltimore
2015-08-01,31,20,0.0,14.1,7,93,08:04 PM,06:28 AM,05:06 AM,07:19 PM,15,27,27,25,20,18,55,0.2,1011,31,10,276,12,baltimore
2015-08-02,31,19,0.0,14.1,7,86,08:44 PM,07:39 AM,05:07 AM,07:18 PM,14,26,26,25,12,9,53,0.0,1013,31,10,259,7,baltimore
2015-08-03,33,19,0.0,14.1,7,79,09:22 PM,08:50 AM,05:08 AM,07:17 PM,15,27,27,26,25,13,51,0.0,1010,33,10,209,16,baltimore
2015-08-04,32,21,0.0,14.1,6,72,10:00 PM,10:00 AM,05:09 AM,07:16 PM,17,28,28,26,17,19,59,2.5,1012,32,10,192,11,baltimore
2015-08-05,31,19,0.0,14.1,7,66,10:38 PM,11:09 AM,05:10 AM,07:15 PM,12,25,25,25,17,13,47,1.6,1013,31,10,272,11,baltimore
2015-08-06,29,19,0.0,13.4,6,59,11:19 PM,12:16 PM,05:11 AM,07:13 PM,15,23,23,23,17,38,62,5.3,1014,29,10,99,10,baltimore
2015-08-07,28,18,0.0,12.2,5,52,No moonrise,01:21 PM,05:12 AM,07:12 PM,17,23,23,22,18,50,71,4.9,1011,28,8,73,13,baltimore
2015-08-08,28,18,0.0,14.0,7,45,12:02 AM,02:22 PM,05:13 AM,07:11 PM,16,24,24,23,16,24,64,0.1,1014,28,10,78,10,baltimore
2015-08-09,29,20,0.0,14.0,6,39,12:48 AM,03:20 PM,05:14 AM,07:10 PM,17,25,25,24,13,40,65,2.4,1015,29,10,189,8,baltimore
2015-08-10,26,20,0.0,8.7,5,32,01:38 AM,04:12 PM,05:15 AM,07:09 PM,19,24,24,22,23,92,80,5.0,1015,26,8,166,16,baltimore
2015-08-11,29,21,0.0,13.3,6,25,02:31 AM,05:00 PM,05:16 AM,07:07 PM,20,27,27,24,21,49,80,21.4,1009,29,8,230,15,baltimore
2015-08-12,28,18,0.0,13.9,6,18,03:27 AM,05:43 PM,05:17 AM,07:06 PM,16,23,23,23,21,17,66,2.2,1012,28,10,319,13,baltimore
2015-08-13,28,17,0.0,13.9,6,11,04:23 AM,06:21 PM,05:17 AM,07:05 PM,13,22,22,22,12,12,59,0.0,1018,28,10,176,8,baltimore
2015-08-14,32,17,0.0,13.9,7,5,05:20 AM,06:56 PM,05:18 AM,07:04 PM,13,25,25,24,10,3,52,0.0,1021,32,10,213,6,baltimore
2015-08-15,31,18,0.0,13.8,7,2,06:16 AM,07:28 PM,05:19 AM,07:02 PM,14,25,25,24,18,4,53,0.0,1020,31,10,214,10,baltimore
2015-08-16,34,18,0.0,13.8,7,9,07:12 AM,07:58 PM,05:20 AM,07:01 PM,16,27,27,26,16,5,55,0.0,1019,34,10,210,9,baltimore
2015-08-17,33,20,0.0,13.8,7,16,08:07 AM,08:27 PM,05:21 AM,07:00 PM,17,28,28,26,19,14,58,0.0,1018,33,10,191,11,baltimore
2015-08-18,31,21,0.0,13.4,7,22,09:03 AM,08:57 PM,05:22 AM,06:58 PM,20,28,28,26,16,16,70,0.0,1016,31,10,176,10,baltimore
2015-08-19,31,22,0.0,13.3,6,29,09:58 AM,09:28 PM,05:23 AM,06:57 PM,20,28,28,26,22,30,72,7.8,1015,31,9,170,15,baltimore
2015-08-20,32,23,0.0,13.3,6,36,10:53 AM,10:01 PM,05:24 AM,06:55 PM,22,29,29,26,19,32,79,14.6,1013,32,9,176,13,baltimore
2015-08-21,29,20,0.0,13.3,6,43,11:50 AM,10:37 PM,05:25 AM,06:54 PM,15,24,24,24,21,29,63,2.2,1016,29,10,215,13,baltimore
2015-08-22,29,18,0.0,13.3,6,50,12:46 PM,11:17 PM,05:26 AM,06:52 PM,12,23,23,23,21,3,52,0.0,1018,29,10,62,13,baltimore
2015-08-23,29,19,0.0,13.2,6,56,01:43 PM,No moonset,05:27 AM,06:51 PM,15,23,23,23,11,13,63,0.0,1015,29,10,171,6,baltimore
2015-08-24,31,20,0.0,13.2,6,63,02:38 PM,12:02 AM,05:28 AM,06:50 PM,19,27,27,25,19,22,70,6.0,1011,31,10,178,12,baltimore
2015-08-25,29,19,0.0,13.2,7,70,03:32 PM,12:54 AM,05:29 AM,06:48 PM,13,24,24,23,15,16,57,1.7,1012,29,10,315,9,baltimore
2015-08-26,26,16,0.0,13.2,6,77,04:23 PM,01:52 AM,05:30 AM,06:47 PM,12,21,21,21,20,27,60,0.0,1016,26,10,331,12,baltimore
2015-08-27,26,16,0.0,13.2,6,83,05:11 PM,02:56 AM,05:30 AM,06:45 PM,13,21,21,20,16,14,63,0.0,1019,26,10,217,10,baltimore
2015-08-28,27,16,0.0,13.1,6,90,05:55 PM,04:04 AM,05:31 AM,06:44 PM,14,22,22,22,10,18,62,0.1,1021,27,10,129,5,baltimore
2015-08-29,30,18,0.0,13.1,7,97,06:36 PM,05:16 AM,05:32 AM,06:42 PM,15,24,24,23,20,22,62,0.0,1021,30,10,185,12,baltimore
2015-08-30,31,18,0.0,13.1,7,96,07:17 PM,06:28 AM,05:33 AM,06:40 PM,16,25,25,24,19,24,61,0.0,1018,31,10,196,12,baltimore
2015-08-31,33,22,0.0,13.1,6,90,07:56 PM,07:41 AM,05:34 AM,06:39 PM,17,29,29,27,14,30,57,0.6,1018,33,9,224,9,baltimore
2015-09-01,27,19,0.0,12.0,5,83,08:35 PM,08:52 AM,05:35 AM,06:37 PM,18,25,25,23,14,55,74,1.1,1018,27,10,149,9,baltimore
2015-09-02,34,21,0.0,13.0,7,76,09:17 PM,10:03 AM,05:36 AM,06:36 PM,17,28,28,27,7,11,58,0.0,1015,34,10,216,4,baltimore
2015-09-03,34,22,0.0,13.0,6,69,10:00 PM,11:11 AM,05:37 AM,06:34 PM,19,29,29,27,11,18,62,1.7,1012,34,10,182,6,baltimore
2015-09-04,28,21,0.0,11.9,6,62,10:46 PM,12:15 PM,05:38 AM,06:33 PM,18,27,27,25,16,43,64,1.1,1015,28,9,221,9,baltimore
2015-09-05,28,19,0.0,9.4,5,56,11:36 PM,01:15 PM,05:39 AM,06:31 PM,18,25,25,24,15,69,74,2.6,1016,28,9,202,9,baltimore
2015-09-06,29,20,0.0,12.9,6,49,No moonrise,02:09 PM,05:40 AM,06:30 PM,14,25,25,24,14,34,58,4.3,1019,29,9,142,9,baltimore
2015-09-07,24,18,0.0,12.9,6,42,12:28 AM,02:58 PM,05:40 AM,06:28 PM,18,24,24,23,13,2,76,0.0,1019,24,10,208,7,baltimore
2015-09-08,33,21,0.0,12.9,7,35,01:23 AM,03:42 PM,05:41 AM,06:26 PM,19,27,27,26,22,1,67,0.2,1016,33,10,196,14,baltimore
2015-09-09,34,23,0.0,12.8,6,29,02:18 AM,04:21 PM,05:42 AM,06:25 PM,20,30,30,27,18,22,69,3.4,1012,34,10,201,12,baltimore
2015-09-10,29,18,0.0,12.8,5,22,03:14 AM,04:57 PM,05:43 AM,06:23 PM,20,25,25,23,19,52,81,18.5,1008,29,9,240,12,baltimore
2015-09-11,30,18,0.0,12.8,6,15,04:10 AM,05:30 PM,05:44 AM,06:22 PM,13,23,23,22,17,14,60,0.0,1009,30,10,291,12,baltimore
2015-09-12,26,18,0.0,12.8,5,8,05:06 AM,06:01 PM,05:45 AM,06:20 PM,18,23,23,22,22,26,78,13.4,1007,26,9,197,14,baltimore
2015-09-13,22,14,0.0,12.7,5,1,06:01 AM,06:30 PM,05:46 AM,06:18 PM,11,17,18,17,28,20,69,0.0,1010,22,10,298,19,baltimore
2015-09-14,25,12,0.0,12.7,6,5,06:57 AM,07:00 PM,05:47 AM,06:17 PM,8,17,18,17,24,1,54,0.0,1020,25,10,278,15,baltimore
2015-09-15,31,16,0.0,12.7,6,12,07:52 AM,07:31 PM,05:48 AM,06:15 PM,12,23,23,22,12,0,53,0.0,1026,31,10,210,7,baltimore
2015-09-16,23,16,0.0,12.6,5,19,08:47 AM,08:02 PM,05:49 AM,06:13 PM,14,20,21,20,13,28,68,0.3,1022,23,10,145,8,baltimore
2015-09-17,22,14,0.0,11.9,4,26,09:43 AM,08:37 PM,05:49 AM,06:12 PM,15,18,19,18,16,59,79,1.7,1020,22,9,123,10,baltimore
2015-09-18,23,15,0.0,11.9,5,32,10:38 AM,09:15 PM,05:50 AM,06:10 PM,16,19,20,19,15,50,82,2.5,1018,23,9,147,10,baltimore
2015-09-19,23,15,0.0,11.8,4,39,11:34 AM,09:57 PM,05:51 AM,06:09 PM,15,19,20,19,15,51,78,1.0,1020,23,9,134,10,baltimore
2015-09-20,24,17,0.0,12.6,5,46,12:28 PM,10:45 PM,05:52 AM,06:07 PM,11,20,20,20,21,42,58,0.4,1018,24,9,59,13,baltimore
2015-09-21,23,15,0.0,12.5,5,53,01:21 PM,11:39 PM,05:53 AM,06:05 PM,9,18,19,18,24,34,57,0.4,1020,23,10,64,16,baltimore
2015-09-22,22,16,0.0,10.5,4,59,02:12 PM,No moonset,05:54 AM,06:04 PM,12,18,19,18,24,64,67,0.1,1023,22,10,50,15,baltimore
2015-09-23,25,14,0.0,12.5,6,66,03:00 PM,12:37 AM,05:55 AM,06:02 PM,10,19,19,19,19,1,61,0.0,1023,25,10,54,12,baltimore
2015-09-24,27,14,0.0,12.5,6,73,03:45 PM,01:42 AM,05:56 AM,06:01 PM,10,20,20,20,20,4,56,0.0,1024,27,10,67,13,baltimore
2015-09-25,24,16,0.0,11.6,6,80,04:26 PM,02:50 AM,05:57 AM,05:59 PM,12,19,20,19,29,22,65,0.0,1025,24,10,76,19,baltimore
2015-09-26,23,15,0.0,10.2,4,87,05:07 PM,04:01 AM,05:58 AM,05:57 PM,11,18,19,18,30,29,63,0.0,1027,23,10,68,21,baltimore
2015-09-27,23,14,0.0,6.0,5,93,05:47 PM,05:14 AM,05:59 AM,05:56 PM,14,18,19,18,26,75,74,0.0,1027,23,10,64,18,baltimore
2015-09-28,28,15,0.0,10.2,5,100,06:27 PM,06:27 AM,05:59 AM,05:54 PM,17,22,22,21,16,48,81,0.1,1021,28,10,85,11,baltimore
2015-09-29,29,19,0.0,8.7,6,93,07:08 PM,07:40 AM,06:00 AM,05:53 PM,20,25,25,23,21,67,84,16.1,1014,29,6,107,14,baltimore
2015-09-30,22,18,0.0,4.3,5,86,07:52 PM,08:51 AM,06:01 AM,05:51 PM,18,21,22,21,30,90,84,18.6,1008,22,8,213,21,baltimore
2015-10-01,15,14,0.0,4.3,3,80,08:39 PM,10:00 AM,06:02 AM,05:50 PM,11,14,15,14,33,95,79,4.4,1017,15,8,27,23,baltimore
2015-10-02,11,10,0.0,4.3,3,73,09:29 PM,11:04 AM,06:03 AM,05:48 PM,9,7,11,7,44,100,90,40.0,1020,11,7,38,31,baltimore
2015-10-03,14,10,0.0,4.3,3,66,10:22 PM,12:02 PM,06:04 AM,05:46 PM,10,8,12,8,45,99,90,19.0,1021,14,7,51,31,baltimore
2015-10-04,18,12,0.0,4.3,4,59,11:17 PM,12:55 PM,06:05 AM,05:45 PM,10,12,14,12,35,76,77,0.3,1023,18,9,50,25,baltimore
2015-10-05,19,10,0.0,8.7,4,52,No moonrise,01:41 PM,06:06 AM,05:43 PM,9,13,14,13,23,14,72,0.0,1020,19,10,39,15,baltimore
2015-10-06,23,10,0.0,8.7,5,46,12:13 AM,02:22 PM,06:07 AM,05:42 PM,10,17,17,17,11,13,66,0.0,1017,23,10,242,7,baltimore
2015-10-07,23,15,0.0,7.2,4,39,01:09 AM,02:59 PM,06:08 AM,05:40 PM,13,18,19,18,14,39,75,0.1,1016,23,10,290,8,baltimore
2015-10-08,24,14,0.0,8.7,6,32,02:05 AM,03:32 PM,06:09 AM,05:39 PM,13,18,19,18,14,17,74,0.1,1019,24,10,241,7,baltimore
2015-10-09,27,17,0.0,8.7,5,25,03:01 AM,04:03 PM,06:10 AM,05:37 PM,16,20,21,20,26,33,80,3.9,1014,27,10,233,17,baltimore
2015-10-10,20,11,0.0,8.7,5,19,03:56 AM,04:33 PM,06:11 AM,05:36 PM,7,13,14,13,20,11,64,1.1,1019,20,10,110,14,baltimore
2015-10-11,21,8,0.0,8.7,5,12,04:51 AM,05:03 PM,06:12 AM,05:34 PM,7,14,15,14,10,3,63,0.0,1015,21,10,234,7,baltimore
2015-10-12,22,11,0.0,8.7,5,5,05:46 AM,05:33 PM,06:13 AM,05:33 PM,9,15,16,15,18,1,66,0.0,1009,22,10,200,11,baltimore
2015-10-13,23,14,0.0,8.7,4,2,06:42 AM,06:04 PM,06:14 AM,05:31 PM,13,17,18,17,21,35,77,2.1,1003,23,10,241,13,baltimore
2015-10-14,19,12,0.0,8.7,5,8,07:38 AM,06:38 PM,06:15 AM,05:30 PM,9,14,15,14,21,27,68,0.1,1010,19,10,292,13,baltimore
2015-10-15,18,10,0.0,8.7,5,15,08:33 AM,07:15 PM,06:16 AM,05:28 PM,6,12,13,12,23,7,64,0.0,1016,18,10,273,14,baltimore
2015-10-16,18,9,0.0,8.7,4,22,09:29 AM,07:56 PM,06:17 AM,05:27 PM,4,11,13,11,27,11,58,0.0,1017,18,10,300,17,baltimore
2015-10-17,12,6,0.0,8.7,4,29,10:23 AM,08:41 PM,06:18 AM,05:25 PM,2,6,9,6,27,26,63,0.2,1022,12,10,307,18,baltimore
2015-10-18,10,3,0.0,7.2,2,36,11:17 AM,09:32 PM,06:19 AM,05:24 PM,-1,2,6,2,27,27,65,0.8,1027,10,10,318,17,baltimore
2015-10-19,12,2,0.0,8.7,3,42,12:07 PM,10:27 PM,06:20 AM,05:22 PM,-1,5,7,5,19,1,57,0.0,1031,12,10,219,11,baltimore
2015-10-20,21,6,0.0,8.7,4,49,12:54 PM,11:28 PM,06:21 AM,05:21 PM,4,11,12,11,25,10,59,0.0,1025,21,10,216,15,baltimore
2015-10-21,24,10,0.0,8.7,5,56,01:38 PM,No moonset,06:22 AM,05:20 PM,9,15,16,15,16,4,66,0.0,1025,24,10,182,9,baltimore
2015-10-22,24,12,0.0,8.7,5,63,02:20 PM,12:31 AM,06:23 AM,05:18 PM,8,17,18,17,20,21,57,0.0,1022,24,10,221,11,baltimore
2015-10-23,12,11,0.0,8.7,4,69,02:59 PM,01:39 AM,06:24 AM,05:17 PM,9,10,12,10,37,20,81,0.0,1023,12,10,80,23,baltimore
2015-10-24,18,11,0.0,5.6,3,76,03:38 PM,02:49 AM,06:25 AM,05:16 PM,9,13,14,13,24,58,76,0.7,1017,18,10,238,15,baltimore
2015-10-25,19,11,0.0,5.6,4,83,04:17 PM,04:00 AM,06:26 AM,05:14 PM,11,13,15,13,29,55,77,3.4,1021,19,9,278,19,baltimore
2015-10-26,16,8,0.0,7.2,3,90,04:57 PM,05:13 AM,06:27 AM,05:13 PM,3,9,11,9,19,46,60,0.0,1030,16,10,82,12,baltimore
2015-10-27,15,6,0.0,4.1,3,97,05:40 PM,06:25 AM,06:28 AM,05:12 PM,6,9,11,9,22,66,72,0.8,1031,15,8,72,14,baltimore
2015-10-28,22,12,0.0,4.1,4,97,06:26 PM,07:37 AM,06:29 AM,05:10 PM,16,16,17,16,43,91,92,22.4,1014,22,9,136,27,baltimore
2015-10-29,20,13,0.0,8.7,4,90,07:16 PM,08:45 AM,06:31 AM,05:09 PM,11,17,17,17,27,23,72,3.1,1005,20,10,256,17,baltimore
2015-10-30,14,7,0.0,8.7,4,83,08:09 PM,09:48 AM,06:32 AM,05:08 PM,4,8,10,8,26,3,65,0.0,1016,14,10,314,17,baltimore
2015-10-31,14,6,0.0,5.6,3,76,09:05 PM,10:45 AM,06:33 AM,05:07 PM,4,8,10,8,21,43,69,0.0,1022,14,10,197,13,baltimore
2015-11-01,18,12,0.0,8.7,4,70,10:03 PM,11:36 AM,06:34 AM,05:06 PM,11,13,14,13,25,46,82,2.3,1016,18,10,225,16,baltimore
2015-11-02,19,11,0.0,8.7,5,63,11:00 PM,12:20 PM,06:35 AM,05:04 PM,10,14,15,14,9,29,75,0.0,1019,19,10,204,5,baltimore
2015-11-03,23,11,0.0,8.7,5,56,11:58 PM,12:59 PM,06:36 AM,05:03 PM,9,16,17,16,6,0,67,0.0,1023,23,10,221,4,baltimore
2015-11-04,22,12,0.0,8.7,5,49,No moonrise,01:34 PM,06:37 AM,05:02 PM,10,17,17,17,9,6,65,0.0,1026,22,10,200,5,baltimore
2015-11-05,21,14,0.0,4.0,4,43,12:54 AM,02:06 PM,06:38 AM,05:01 PM,15,17,17,17,13,83,90,0.5,1023,21,8,177,8,baltimore
2015-11-06,24,17,0.0,7.1,5,36,01:50 AM,02:36 PM,06:39 AM,05:00 PM,17,20,20,20,27,63,87,3.0,1016,24,10,225,16,baltimore
2015-11-07,18,12,0.0,5.4,3,29,02:44 AM,03:05 PM,06:41 AM,04:59 PM,12,14,15,14,21,49,81,8.9,1019,18,9,305,13,baltimore
2015-11-08,17,7,0.0,8.7,4,22,03:40 AM,03:35 PM,06:42 AM,04:58 PM,3,9,10,9,18,3,60,0.0,1029,17,10,230,11,baltimore
2015-11-09,14,6,0.0,5.4,3,15,04:35 AM,04:06 PM,06:43 AM,04:57 PM,4,9,10,9,12,48,71,5.4,1029,14,9,142,8,baltimore
2015-11-10,15,12,0.0,3.8,3,9,05:31 AM,04:39 PM,06:44 AM,04:56 PM,13,12,13,12,28,100,95,19.3,1015,15,7,108,18,baltimore
2015-11-11,17,11,0.0,5.4,3,2,06:27 AM,05:15 PM,06:45 AM,04:55 PM,10,11,13,11,30,55,80,0.3,1013,17,9,313,20,baltimore
2015-11-12,18,10,0.0,7.1,3,5,07:24 AM,05:54 PM,06:46 AM,04:54 PM,10,13,14,13,25,40,80,0.4,1009,18,9,225,16,baltimore
2015-11-13,13,7,0.0,8.7,4,12,08:19 AM,06:38 PM,06:47 AM,04:53 PM,3,7,10,7,35,2,61,0.0,1010,13,10,281,23,baltimore
2015-11-14,10,5,0.0,8.7,3,18,09:14 AM,07:28 PM,06:49 AM,04:53 PM,-0,3,7,3,33,13,62,0.0,1022,10,10,301,21,baltimore
2015-11-15,15,4,0.0,8.7,4,25,10:05 AM,08:22 PM,06:50 AM,04:52 PM,3,7,9,7,25,2,67,0.0,1027,15,10,244,15,baltimore
2015-11-16,20,8,0.0,8.7,5,32,10:53 AM,09:21 PM,06:51 AM,04:51 PM,5,12,13,12,16,4,58,0.0,1025,20,10,282,9,baltimore
2015-11-17,14,8,0.0,7.0,3,39,11:38 AM,10:22 PM,06:52 AM,04:50 PM,6,8,11,8,27,39,72,0.0,1030,14,10,80,17,baltimore
